link,text
http://www.americanbar.org/content/dam/aba/migrated/moratorium/assessmentproject/tennessee/finalreport.authcheckdam.pdf,The Tennessee Death Penalty Assessment Report
http://www.americanbar.org/content/dam/aba/administrative/death_penalty_moratorium/tx_complete_report.authcheckdam.pdf,The Texas Death Penalty Assessment Report
/scans/JohnGeoghan2.pdf,Administrative Investigation
"http://www.njjn.org/uploads/digital-library/Criminal-Lockup-Quota,-In-the-Public-Interest,-9.13.pdf",Criminal:
http://sentencingproject.org/doc/publications/inc_Life%20Goes%20On%202013.pdf,Life Goes On:
http://www.americanbar.org/content/dam/aba/migrated/moratorium/assessmentproject/alabama/report.authcheckdam.pdf,The Alabama Death Penalty Assessment Report
http://www.americanbar.org/content/dam/aba/migrated/moratorium/assessmentproject/arizona/Report.authcheckdam.pdf,The Arizona Death Penalty Assessment Report
http://www.americanbar.org/content/dam/aba/migrated/moratorium/assessmentproject/florida/report.authcheckdam.pdf,The Florida Death Penalty Assessment Report
http://www.americanbar.org/content/dam/aba/migrated/moratorium/assessmentproject/georgia/report.authcheckdam.pdf,The Georgia Death Penalty Report
http://www.americanbar.org/content/dam/aba/migrated/moratorium/assessmentproject/indiana/report.authcheckdam.pdf,The Indiana Death Penalty Assessment Report
http://www.americanbar.org/content/dam/aba/administrative/death_penalty_moratorium/final_ky_report.authcheckdam.pdf,The Kentucky Death Penalty Assessment Report
http://www.naacpldf.org/files/publications/ThreeStrikesReport_v6.pdf,Progress Report: Three Strikes Reform (Proposition 36)
https://www.ncjrs.gov/pdffiles1/nij/grants/243296.pdf,"Technology, Teen Dating, Violence and Abuse, and Bullying"
http://www.americanbar.org/content/dam/aba/administrative/death_penalty_moratorium/va_complete_report.authcheckdam.pdf,The Virginia Death Penalty Assessment Report
http://www.bjs.gov/content/pub/pdf/mpcncvs.pdf,￼Measuring the Prevalence of Crime
https://www.prisonpolicy.org/scans/samhsa/nsduhresults2012.pdf,Results from the 2012 National Survey on Drug Use and Health:
http://www.ojjdp.gov/pubs/242884.pdf,Highlights of the 2011 National Youth Gang Survey
http://www.gao.gov/assets/660/654349.pdf,Improvements Needed
http://le.utah.gov/audit/12_11rpt.pdf,A Performance Audit of Inmate High School Education
https://www.bja.gov/Publications/RAND_Correctional-Education-Meta-Analysis.pdf,Evaluating the Effectiveness of Correctional Education
http://sentencingproject.org/doc/publications/inc_International%20Growth%20Trends%20in%20Prison%20Privatization.pdf,International Growth Trends in Prison Privatization
http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3244804/pdf/nihms307940.pdf,Motivation for Treatment Among Women Offenders in Prison-Based Treatment
http://oag.ca.gov/sites/all/files/agweb/pdfs/cjsc/publications/candd/cd12/cd12.pdf,Crime in California 2012
https://www.prisonpolicy.org/scans/oregon_secretary_of_state/2013_20.pdf,Treatment of the Highest-risk Offenders Can Avoid Costs
https://www.prisonpolicy.org/scans/indy/re_entry_policy_report.pdf,Re-Entry Policy Study Commission report
http://www.cjcj.org/uploads/cjcj/documents/Immigrant_Detainers_in_a_Post_Realignment_CA.pdf,The Effect of Immigration Detainers in a Post-Realignment California
//static.prisonpolicy.org/scans/RecidivismFinalJuly30.pdf,Recidivism in Delaware:
https://www.prisonpolicy.org/scans/nelp/wanted_accurated_fbi_background_checks.pdf,Wanted: Accurate FBI Background Checks for Employment
//static.prisonpolicy.org/scans/2013-07_USSC_Prelim_Crack_Retro_Data_Report_FSA.pdf,Preliminary Crack Retroactivity Data Report
http://www.urban.org/UploadedPDF/412873-stand-your-ground.pdf,"Race, Justifiable Homicide, and Stand Your Ground Laws:"
http://www.bjs.gov/content/pub/pdf/p12ac.pdf,Prisoners in 2012 - Advance Counts
http://www.washlaw.org/pdf/wlc_report_racial_disparities.pdf,"Racial Disparities in Arrests in the District of Columbia, 2009-2011"
http://www.aclu.org/files/assets/deathbeforedying-report.pdf,A Death Before Dying:
http://aclu-co.org/sites/default/files/imce/ACLU-CO%20Report%20on%20Solitary%20Confinement_2.pdf,"Out of Sight, Out of Mind:"
/scans/vera/potential-of-community-corrections.pdf,The Potential of Community Corrections
http://www.mit.edu/~jjdoyle/aizer_doyle_judges.pdf,"Juvenile Incarceration, Human Capital and Future Crime:"
http://www.bjs.gov/content/pub/pdf/jic12.pdf,"Jails in Indian Country, 2012"
http://www.bjs.gov/content/pub/pdf/iscs12.pdf,Indicators of School Crime and Safety:
http://www.advocatesforchildren.org/sites/default/files/library/sjptf_report.pdf?pt=1,Keeping Kids In School and Out of Court:
//static.prisonpolicy.org/scans/Comeback-States-Report_FINAL.pdf,The Comeback States:
http://www.bjs.gov/content/pub/pdf/hb9411.pdf,"Household Burglary, 1994-2011"
http://www.sentencingproject.org/doc/publications/fd_Felony%20Disenfranchisement%20Primer.pdf,Felony Disenfranchisement:
https://web.archive.org/web/20140703024119/http://www.urban.org/UploadedPDF/412831-Collecting-DNA-at-Arrest-Policies-Practices-and-Implications-Report.pdf,Collecting DNA at Arrest:
http://www.aclu.org/files/assets/aclu-thewaronmarijuana-rel2.pdf,The War on Marijuana in Black and White:
https://www.prisonpolicy.org/scans/deitchunderstandingandaddressingyouthviolence.pdf,Understanding and Addressing Youth Violence
/scans/FirearmViolence_RB.pdf,Priorities for Research to Reduce the Threat of Firearm-Related Violence
//static.prisonpolicy.org/scans/2007_Recidivism_Report_v2.pdf,The Pennsylvania Juvenile Justice Recidivism Report:
http://www.ojjdp.gov/pubs/239603.pdf,"PTSD, Trauma, and Comorbid Psychiatric Disorders in Detained Youth"
http://www.bjs.gov/content/pub/pdf/svjfry12.pdf,"Sexual Victimization in Juvenile Facilities Reported by Youth, 2012"
http://www.hrw.org/sites/default/files/reports/us0513_ForUpload_2.pdf,Turning Migrants Into Criminals:
http://www.bjs.gov/content/pub/pdf/jim12st.pdf,Jail Inmates at Midyear 2012 - Statistical Tables
https://web.archive.org/web/20150920161528/http://www.cdcr.ca.gov/realignment/docs/Realignment%206%20Month%20Report%20Final_5%2016%2013%20v1.pdf,Realignment Report
http://www.justice.gov/defendingchildhood/cev-rpt-full.pdf,Report of the Attorney General's National Task Force
//static.prisonpolicy.org/scans/FinalCommissionReport12.17.12.pdf,Report to the Governor - 2012
//www.prisonpolicy.org/phones/#pleasedeposit,Please Deposit All of Your Money:
http://bjs.gov/content/pub/pdf/fv9311.pdf,"Firearm Violence, 1993-2011"
https://www.prisonpolicy.org/scans/pew/firearms_final.pdf,Gun Homicide Rate Down 49% Since 1993 Peak; Public Unaware:
https://web.archive.org/web/20150122030757/http://www.nyam.org/assets/3371_DPA_NYAM_Report_FINAL_for_WEB_v2.pdf,Blueprint for a Public Health and Safety Approach to Drug Policy
http://www.justice.gov/oig/reports/2013/e1306.pdf,The Federal Bureau of Prisons' Compassionate Release Program
https://www.ncjrs.gov/App/Publications/abstract.aspx?ID=264071,Lifer Parole Recidivism Report
https://web.archive.org/web/20140627040302/http://www.hrw.org/reports/2013/05/01/raised-registry,Raised on the Registry:
https://www.ncjrs.gov/pdffiles1/226680.pdf,National Prison Rape Elimination Report
/scans/TCJC_Effective_Approaches_Reducing_Prostitution_2013.pdf,Effective Approaches for Reducing Prostitution in Texas:
http://www4.uwm.edu/eti/2013/BlackImprisonment.pdf,Wisconsin's Mass Incarceration of African American Males:
//static.prisonpolicy.org/scans/Missouri_Assessement.pdf,Missouri: Justice Rationed
http://ficpmovement.files.wordpress.com/2013/04/communities-evictions-criminal-convictions.pdf,"Communities, Evictions & Criminal Convictions"
http://sentencingproject.org/doc/publications/sen_Charting%20a%20New%20Justice%20Reinvestment.pdf,Ending Mass Incarceration:
//www.prisonersofthecensus.org/ct/,Imported
https://s3.amazonaws.com/PHR_Reports/Solitary-Confinement-April-2013-full.pdf,Buried Alive:
http://bjs.gov/content/pub/pdf/wvage9411.pdf,"Workplace Violence Against Government Employees, 1994-2011"
http://www.brennancenter.org/sites/default/files/publications/Gideon_Report_040913.pdf,Gideon at 50:
//static.prisonpolicy.org/scans/2012DeathPenaltyAI.pdf,Death Sentences and Executions 2012
http://www.drugpolicy.org/sites/default/files/New_Jersey_Jail_Population_Analysis_March_2013.pdf,New Jersey Jail Population Analysis:
http://www.justicepolicy.org/uploads/justicepolicy/documents/fostering_change.pdf,Fostering Change:
http://solitarywatch.com/wp-content/uploads/2013/04/Report-of-Raymond-Patterson-M.D.-on-Suicides-Completed-in-the-CDCR-1-1-2012-to-6-30-2012.pdf,Report on Suicides Completed in the California Department of Corrections
http://furmancenter.org/files/publications/FurmanCenter-HousingVoucherUseCrime.pdf,Investigating the Relationship Between Housing Voucher Use and Crime
http://www.acluohio.org/wp-content/uploads/2013/04/TheOutskirtsOfHope2013_04.pdf,The Outskirts of Hope:
/scans/Effective_Approaches_for_Reducing_Graffiti_Apr_2013.pdf,Effective Approaches for Reducing Graffiti in Texas:
http://www.law.umich.edu/special/exoneration/Documents/NRE2012UPDATE4_1_13_FINAL.pdf,The National Registry of Exonerations:
https://web.archive.org/web/20150104033653/http://www.massinc.org/~/media/Files/Mass%20Inc/Research/Full%20Report%20PDF%20files/Crime_Cost_Consequences_MassINC_Final.ashx,"Crime, Cost, and Consequences:"
http://bjs.gov/content/pub/pdf/pdmfdc9510.pdf,"Pretrial Detention And Misconduct In Federal District Courts, 1995-2010"
//static.prisonpolicy.org/scans/Haas-MA-DOC-2012.pdf,Massachusetts Department of Correction - 2012
http://bjs.gov/content/pub/pdf/hcv0311.pdf,"Hate Crime Victimization, 2003-2011"
//static.prisonpolicy.org/scans/Rationing-Justice.pdf,Rationing Justice:
http://www.cjcj.org/uploads/cjcj/documents/beyond_realignment_march_2013.pdf,Beyond Realignment:
http://www.drugpolicy.org/sites/default/files/One_Million_Police_Hours_0.pdf,One Million Police Hours
https://www.prisonpolicy.org/scans/maclc/mapping_muslims.pdf,Mapping Muslims:
https://ncjrs.gov/pdffiles1/nij/grants/241389.pdf,Predicting Erroneous Convictions:
http://furmancenter.org/files/publications/DoForeclosuresCauseCrime.pdf,Do Foreclosures Cause Crime?
http://www.bjs.gov/content/pub/pdf/fvsv9410.pdf,"Female Victims of Sexual Violence, 1994-2010"
https://www.ncjrs.gov/pdffiles1/nij/grants/241400.pdf,The National Institute of Justice's Evaluation
/scans/Independent_Oversight_of_TX_Prison_System_2013.pdf,The Case for Independent Oversight of Texas' Prison System:
/scans/sp/inc_TX_Dawson_State_Jail_The_Case_for_Closure_2013.pdf,Dawson State Jail:
//static.prisonpolicy.org/scans/racial_disproportionality.pdf,Racial Disproportionality in the American Prison Population:
//static.prisonpolicy.org/scans/SuicideStudy-20YearsLater.pdf,National Study of Jail Suicide:
https://www.prisonpolicy.org/scans/doj/012475.pdf,Prison Suicide:
http://sentencingproject.org/doc/publications/rd_Changing%20Racial%20Dynamics%202013.pdf,The Changing Racial Dynamics of Women's Incarceration
http://www.aecf.org/resources/reducing-youth-incarceration-in-the-united-states/,Reducing Youth Incarceration in the United States
http://www.justicepolicy.org/uploads/justicepolicy/documents/jpicommonground.pdf,Common Ground:
http://www.urban.org/UploadedPDF/412754-Inmate-Health-Care.pdf?RSSFeed=UI_Crime/Justice.xml,Raising the Age of Juvenile Court Jurisdiction
http://trac.syr.edu/immigration/reports/310/,Who Are the Targets of ICE Detainers?
/scans/Non-Violent_Offenders_Memo.pdf,The Chicago Lawyers' Committee's Review of Alternatives
http://www.gao.gov/assets/330/322805.pdf,Improved Evaluations and Increased Coordination Could Improve
http://www.gao.gov/assets/590/588284.pdf,Eligibility and Capacity Impact Use of Flexibilities
http://www.fas.org/sgp/crs/misc/R42937.pdf,The Federal Prison Population Buildup:
//static.prisonpolicy.org/scans/critical-issues-in-policing-series:Economic_Downturn.pdf,Policing and the Economic Downturn
http://www.spatialinformationdesignlab.org/MEDIA/JR_NewOrleans.pdf,Justice Re-investment in New Orleans
http://www.mass.gov/eopss/docs/doc/research-reports/briefs-stats-bulletins/2011-los-brief-1.pdf,Institution Length of Stay:
/scans/Driver_Responsibility_Program.pdf,Wrong Way for Texas
http://www.aclu-nj.org/files/3413/6059/3876/ACLU_NJ_Internal_Affairs.pdf,The Crisis Continues Inside Police Internal Affairs
http://pirate.shu.edu/~rotthoku/Liberty/Financial-Aid-Crime-011813-2.pdf,Does Federal Financial Aid Affect College Enrollment?
http://paa2011.princeton.edu/papers/110115,Out and Down:
https://www.prisonpolicy.org/postcards/,Return to Sender:
http://www.brennancenter.org/sites/default/files/publications/How_NYC_Reduced_Mass_Incarceration.pdf,How New York City Reduced Mass Incarceration:
//static.prisonpolicy.org/scans/SFYReport_02-2013.pdf,"If Not Now, When?"
http://www.vera.org/pubs/making-the-transition-rethinking-jail-reentry-in-los-angeles-county,Making the Transition:
http://www.countthecosts.org/sites/default/files/Economics-briefing.pdf,The War on Drugs:
//static.prisonpolicy.org/scans/cjcj/California_Urban_Crime_Increase_2012.pdf,California's Urban Crime Increase in 2012:
/scans/Adult_and_Juvenile_Correctional_Population_Projections_Fiscal_Years_2013_to_2018.pdf,Adult and Juvenile Correctional Population Projections
/scans/1-25-13_NIC_Tutwiler_Report.pdf,Onsite Assessment RE Cross-Gender Supervision in Correctional Facilities
/scans/sp/sen_State_of_Sentencing_2012.pdf,The State of Sentencing 2012:
http://b.3cdn.net/advancement/bd691fe41faa4ff809_u9m6bfb3v.pdf,Handcuffs on Success
http://www.tdcj.state.tx.us/documents/cjad/CJAD_Monitoring_of_DP_Reports_2012_Report_To_Governor.pdf,Report to the Governor and Legislative Budget Board
http://jhppl.dukejournals.org/content/early/2013/01/15/03616878-1966324.full.pdf,"Arrests of and Forced Interventions on Pregnant Women in the United States,"
http://www.legis.ga.gov/Documents/GACouncilReport-FINALDRAFT.pdf,Report of the Special Council on Criminal Justice Reform for Georgians
https://web.archive.org/web/20150323174913/http://www.advancingebp.org/wp-content/uploads/2012/01/AEBP-assessment.pdf,Implementing Proven Programs For juvenile Offenders:
http://papers.ssrn.com/sol3/papers.cfm?abstract_id=1871427,Tough on Crime (on the State's Dime):
/scans/TCJC_Addiction_Primer_Jan_2013.pdf,Effective Approaches to Drug Crimes In Texas:
//static.prisonpolicy.org/scans/National_Indigent_Defense_Reform.pdf,National Indigent Defense Reform:
http://www.migrationpolicy.org/pubs/enforcementpillars.pdf,Immigration Enforcement in the United States:
https://www.bja.gov/Publications/Women_Pathways_to_Jail.pdf,Women's pathways to jail:
//static.prisonpolicy.org/scans/2012NHJTFREPORT_0.pdf,The Native Hawaiian Justice Task Force Report
https://www.ncjrs.gov/pdffiles1/nij/grants/240334.pdf,The Anatomy of Discretion:
http://www.bjs.gov/content/pub/pdf/vcay9410.pdf,"Violent Crime Against Youth, 1994-2010"
http://www.bjs.gov/content/pub/pdf/capd0911st.pdf,"Crime Against Persons with Disabilities, 2009-2011 Statistical Tables"
http://deathpenaltyinfo.org/documents/2012YearEnd.pdf,The Death Penalty in 2012:
http://www.bjs.gov/content/pub/pdf/p11.pdf,Prisoners in 2011
http://www.bjs.gov/content/pub/pdf/mljsp0010st.pdf,"Mortality in Local Jails and State Prisons, 2000-2010 Statistical Tables"
//static.prisonpolicy.org/scans/TexasDeathPenaltyDevelopments2012.pdf,Texas Death Penalty Developments in 2012:
http://www.iprt.ie/files/IPRT_Children_of_Imprisoned_Parents2.pdf,"""Picking up the Pieces"":"
http://www.urban.org/UploadedPDF/412720-Examining-Growth-in-the-Federal-Prison-Population.pdf,"Examining Growth in the Federal Prison Population, 1998 to 2010"
http://www.urban.org/UploadedPDF/412693-The-Growth-and-Increasing-Cost-of-the-Federal-Prison-System.pdf,The Growth & Increasing Cost of the Federal Prison System:
http://www.bjs.gov/content/pub/pdf/vvcs9310.pdf,"Violent Victimization Committed by Strangers, 1993-2010"
http://www.bjs.gov/content/pub/pdf/scefy8210.pdf,"State Corrections Expenditures, FY 1982-2010"
/scans/sp/On_the_Chopping_Block_2012.pdf,On the Chopping Block 2012:
http://www.youth4justice.org/wp-content/uploads/2012/12/TrackedandTrapped.pdf,Tracked and Trapped:
http://www.bjs.gov/content/pub/pdf/so07st.pdf,"Sheriffs' Offices, 2007"
/scans/Data_Points_2012-Part_I.pdf,Who does the Massachusetts juvenile justice system serve?
/scans/TCJC_State_Solution_Dec_2012.pdf,The Texas Commission on Jail Standards:
http://www.humanrightsfirst.org/wp-content/uploads/pdf/HRF-Jails-and-Jumpsuits-report.pdf,Jails and Jumpsuits:
http://www.hrw.org/sites/default/files/reports/us1112ForUploadSm.pdf,The Answer is No:
http://www.bjs.gov/content/pub/pdf/cpus11.pdf,"Correctional Populations in the United States, 2011"
http://www.bjs.gov/content/pub/pdf/ppus11.pdf,"Probation and Parole in the United States, 2011"
https://dps.mn.gov/divisions/ojp/forms-documents/Documents/On%20The%20Level_FINAL.pdf,On The Level:
http://www.bjs.gov/content/pub/pdf/ipv9310.pdf,"Intimate Partner Violence, 1993-2010"
http://caphawaii.files.wordpress.com/2012/07/disparate-treatment-of-native-hawaiians-in-cj.pdf,The Disparate Treatment of Native Hawaiians
http://www.bjs.gov/content/pub/pdf/prmfdc0810.pdf,"Pretrial Release and Misconduct in Federal District Courts, 2008-2010"
http://www.nap.edu/catalog.php?record_id=14685,Reforming Juvenile Justice
//static.prisonpolicy.org/scans/ssrn-id2171412.pdf,Prison Visitation Policies
http://www.cjcj.org/uploads/cjcj/documents/The_Post-Release.pdf,The Post-Release Employment and Recidivism
/scans/vera/performance-incentive-funding-report.pdf,Performance Incentive Funding
//static.prisonpolicy.org/scans/vera/engaging-police-in-immigrant-communities.pdf,Engaging Police in Immigrant Communities
http://www.schr.org/files/post/Privatization%20Report%20FINAL.pdf,Roadblocks to Reform
http://www.bjs.gov/content/pub/pdf/fshbopc0510.pdf,"Firearms Stolen during Household Burglaries and Other Property Crimes,"
http://www.bjs.gov/content/pub/pdf/aus9010.pdf,"Arrest in the United States, 1990-2010"
http://www.cjcj.org/uploads/cjcj/documents/CA_Youth_Crime_2011.pdf,California Youth Crime Plunges to All-Time Low
http://www.nacdl.org/rightsrestoration/,Restoration of Rights Project
http://www.justice4families.org/media/Families_Unlocking_FuturesFULLNOEMBARGO.pdf,Families Unlocking Futures
//static.prisonpolicy.org/scans/measuring_change_in_nj.pdf,Measuring Change in New Jersey's Treatment of Young Offenders
//static.prisonpolicy.org/scans/pabootcamp2002.pdf,Pennsylvania's Motivational Boot Camp
//static.prisonpolicy.org/scans/pabootcamp2003.pdf,Pennsylvania's Motivational Boot Camp
//static.prisonpolicy.org/scans/jailsintoprisonskentucky.pdf,Turning Jails Into Prisons:
http://www.law.georgetown.edu/academics/centers-institutes/poverty-inequality/upload/JDS_V1R4_Web_Singles.pdf,Improving the Juvenile Justice System for Girls
/scans/Girls_Experiences_in_the_TX_JJ_System_Oct_2012.pdf,Girls' Experiences in the Texas Juvenile Justice System
http://www.justicepolicy.org/uploads/justicepolicy/documents/06-03_rep_costeffective_jj.pdf,Cost-Effective Youth Corrections
//static.prisonpolicy.org/scans/SROreport.pdf,Law Enforcement Officers in Wake County Schools:
//static.prisonpolicy.org/scans/bby/FullReportSpanish.pdf,¿Dónde Está la Justicia?
https://static.prisonpolicy.org/scans/nic/025555.pdf,You're an Adult Now
http://www.bjs.gov/content/pub/pdf/cv11.pdf,"Criminal Victimization, 2011"
http://www.scribd.com/doc/110309982/What-Have-We-Done,What Have We Done?
/scans/Community_Solutions_for_Youth_Oct_2012.pdf,Community Solutions for Youth in Trouble
/scans/sp/cc_Video_Visitation_White_Paper.pdf,Video Visits for Children Whose Parents Are Incarcerated
http://www.dispatch.com/content/downloads/2012/10/prison-audit-report.pdf,Lake Erie Correctional Institution Full Internal Management Audit
https://www.ncjrs.gov/pdffiles1/ojjdp/213691.pdf,Juvenile Suicide in Confinement
http://www.hrw.org/sites/default/files/reports/us1012ForUpload.pdf,Growing Up Locked Down
/scans/vera/cost-benefit-analysis-of-raising-the-age-of-juvenile-jurisdiction-in-north-carolina.pdf,Cost-Benefit Analysis of Raising the Age of Juvenile Jurisdiction in North Carolina
http://www.bjs.gov/content/pub/pdf/tcdca12.pdf,Tribal Crime Data Collection Activities
/scans/nyclu_boxedin_FINAL.pdf,Boxed In
http://csgjusticecenter.org/mental-health/publications/behavioral-health-framework/,Adults with Behavioral Health Needs Under Correctional Supervision
http://www.bjs.gov/content/pub/pdf/svus_rev.pdf,Stalking Victims in the United States - Revised
http://www.gao.gov/assets/590/586793.pdf,Adult Drug Courts
http://www.justicepolicy.org/uploads/justicepolicy/documents/addicted_to_courts_final.pdf,Addicted to Courts
//static.prisonpolicy.org/scans/Invisible.pdf,Invisible in Isolation
//static.prisonpolicy.org/scans/edgeofendurancecaliforniareport.pdf,USA: The Edge of Endurance
//static.prisonpolicy.org/scans/FY11_Overview_Federal_Criminal_Cases.pdf,Overview of Federal Criminal Cases
http://csgjusticecenter.org/nrrc/publications/states-report-reductions-in-recidivism-2/,States Report Reductions in Recidivism
http://www.bjs.gov/content/pub/pdf/jic11.pdf,"Jails in Indian Country, 2011"
https://www.prisonpolicy.org/scans/jha/unasked_questions.pdf,"Unasked Questions, Unintended Consequences"
http://www.bjs.gov/content/pub/pdf/jagp12.pdf,"￼Justice Assistance Grant Program, 2012"
http://www.nccdglobal.org/sites/default/files/publication_pdf/prison-bed-profiteers.pdf,Prison Bed Profiteers
/scans/JS-COIP-1-13-11.pdf,Children on the Outside
http://www.bjs.gov/content/pub/pdf/pvchc9310.pdf,"Prevalence of Violent Crime among Households with Children, 1993-2010"
/scans/vera/Full_Report.pdf,Realigning Justice Resources
http://www.justicepolicy.org/uploads/justicepolicy/documents/for_better_or_for_profit.pdf,For Better or for Profit
http://www.gao.gov/assets/650/648123.pdf,"Growing Inmate Crowding Negatively Affects Inmates, Staff, & Infrastructure"
http://www.mass.gov/courts/docs/admin/sentcomm/fy2011survey.pdf,Survey of Sentencing Practices FY 2011
http://www.bjs.gov/content/pub/pdf/hivp10.pdf,"HIV In Prisons, 2001-2010"
http://www.icjia.state.il.us/public/pdf/ResearchReports/Reentry_Sheridan_Report_012012.pdf,Community Reentry After Prison Drug Treatment
/scans/sp/2012_Party_Platforms_on_Criminal_Justice_Policy.pdf,2012 Party Platforms on Criminal Justice Policy
/scans/sp/inc_Affordable_Care_Act.pdf,The Affordable Care Act
http://www.justicepolicy.org/uploads/justicepolicy/documents/bailfail.pdf,Bail Fail
//www.prisonpolicy.org/phones/report.html,The Price to Call Home
http://nces.ed.gov/pubs2007/2007473.pdf,Literacy Behind Bars
http://www.ncids.org/JuvenileDefender/Guides/RepresentingGirls.pdf,Representing Girls in the Juvenile Justice System
//static.prisonpolicy.org/scans/ReligionInPrisons.pdf,Religion in Prisons
http://www.urban.org/UploadedPDF/412632-Supportive-Housing-for-Returning-Prisoners.pdf?RSSFeed=UI_JusticePolicyCenter.xml,Supportive Housing for Returning Prisoners
http://www.ncjj.org/pdf/jcsreports/jcs2009.pdf,Juvenile Court Statistics 2009
https://www.prisonpolicy.org/scans/afsc/lifetime_lockdown_report.pdf,Lifetime Lockdown
http://www.bjs.gov/content/pub/pdf/vnrp0610.pdf,"Victimizations Not Reported to the Police, 2006-2010"
http://www.ncsl.org/documents/cj/TrendsInJuvenileJustice.pdf,Trends in Juvenile Justice State Legislation 2001-2011
http://www.justice.gov/criminal/foia/docs/2012-annual-letter-to-the-us-sentencing-commission.pdf,Annual Report to the United States Sentencing Commission
http://www.urban.org/UploadedPDF/1001630-Families-and-Reentry-Unpacking-How-Social-Support-Matters.pdf?RSSFeed=UI_Crime/Justice.xml,Families and Reentry
https://web.archive.org/web/20160114122430/http://econweb.tamu.edu/mhoekstra/castle_doctrine.pdf,Does Strengthening Self-Defense Law Deter Crime or Escalate Violence?
http://digitalprairie.ok.gov/cdm/ref/collection/stgovpub/id/14113,Study of Incarcerated Women and Their Children
http://www.bjs.gov/content/pub/pdf/cpffcl09.pdf,"Census of Publicly Funded Forensic Crime Laboratories, 2009"
//static.prisonpolicy.org/scans/cjcj/Out_of_state_transfers.pdf,Collateral Consequences of Interstate Transfer of Prisoners
https://www.ncjrs.gov/pdffiles1/ojjdp/231575.pdf,Hot Spots of Juvenile Crime
http://www.ojjdp.gov/ojstatbb/njcda/pdf/jcs2008.pdf,Juvenile Court Statistics 2008
https://www.prisonpolicy.org/scans/tjjd/jjaep_report_2010_2011.pdf,Juvenile Justice Alternative Edu. Programs Performance Assessment Report
//static.prisonpolicy.org/scans/vera/closing-the-gap-report.pdf,Closing the Gap
/scans/sp/inc_Dollars_and_Detainees.pdf,Dollars and Detainees
http://www.bjs.gov/content/pub/pdf/iofjs10.pdf,"Immigration Offenders in the Federal Justice System, 2010"
http://johnjayresearch.org/wp-content/uploads/2012/06/rec20123.pdf,Pioneers of Youth Justice Reform
https://web.archive.org/web/20121022031700/http://blog.cookcountygov.com/2012/07/12/president-preckwinkle-justice-advisory-council-releases-bond-court-study/,Examination of Cook County Bond Court
http://www.bjs.gov/content/pub/pdf/mchfrv.pdf,Methods for Counting High-Frequency Repeat Victimizations
http://www.sentencingproject.org/doc/publications/fd_State_Level_Estimates_of_Felon_Disen_2010.pdf,State-Level Estimates of Felon Disenfranchisement in the United States
https://web.archive.org/web/20151108205743/http://www.kslpa.org/assets/files/reports/r-12-006.pdf,Performance Audit Report
http://www.schr.org/files/profit_from_poor.pdf,Profiting from the Poor
//static.prisonpolicy.org/scans/HHIRJ_203_20Strikes_20Report-Merged.pdf,Three Strikes:
http://www.bjs.gov/content/pub/pdf/pdca12.pdf,"PREA Data Collection Activities, 2012"
http://www.urban.org/UploadedPDF/412603-Criminal-Justice-Interventions-for-Offenders-With-Mental-Illness.pdf?RSSFeed=UI_JusticePolicyCenter.xml,Criminal Justice Interventions for Offenders With Mental Illness
http://www.bjs.gov/content/pub/pdf/fleo08.pdf,"Federal Law Enforcement Officers, 2008"
//static.prisonpolicy.org/scans/vera/race-and-ethnicity-in-prosecution-first-edition.pdf,Do Race and Ethnicity Matter in Prosecution?
http://www.urban.org/UploadedPDF/412589-Post-Conviction-DNA-Testing-and-Wrongful-Conviction.pdf?RSSFeed=UI_JusticePolicyCenter.xml,Post-Conviction DNA Testing and Wrongful Conviction
http://www.bjs.gov/content/pub/pdf/vcerlem0509.pdf,Violent Crime against the Elderly Reported by Law Enforcement in Michigan
//static.prisonpolicy.org/scans/art_120612a_cau.pdf,Reducing the U.S. Demand for Illegal Drugs
https://www.aclu.org/files/assets/elderlyprisonreport_20120613_0.pdf,At America's Expense
http://www.urban.org/UploadedPDF/412584-The-Costs-and-Benefits-of-Community-Based-Substance-Abuse-Treatment-in-the-District-of-Columbia.pdf?RSSFeed=UI_JusticePolicyCenter.xml,The Costs and Benefits
//static.prisonpolicy.org/scans/Prison_Time_Served.pdf,Time Served
http://www.jrsa.org/programs/Crime_Atlas_1999-update.pdf,Crime and Justice Atlas
https://www.ncjrs.gov/pdffiles1/Digitization/171144NCJRS.pdf,Crime and Justice Atlas
//static.prisonpolicy.org/scans/cjcj/DJF_Budget_Trigger.pdf,A Juvenile Justice Reprieve:
//static.prisonpolicy.org/scans/JR_PA_Policy_Framework.pdf,Justice Reinvestment in Pennsylvania
//static.prisonpolicy.org/scans/CJA_ReducingImprisonment_Europe.pdf,Reducing the use of imprisonment
//www.prisonersofthecensus.org/kansas/one_last_chance.pdf,One last chance to avoid prison-based gerrymandering in Kansas
//static.prisonpolicy.org/scans/Prison_Mirror_Canteen_coverage.pdf,Squeeze Play
http://www.idcr.org.uk/wp-content/uploads/2010/09/WPPL-9-22.pdf,World Prison Population List
//static.prisonpolicy.org/scans/CORI-May2012.pdf,The Continuing Challenge of CORI Reform
http://www.realcostofprisons.org/materials/haas_report_on_MA_DOC-2011.pdf,A Report on the Massachusetts Department of Corrections - 2011
http://realcostofprisons.org/materials/Haas_LWOP.pdf,Life Without Parole
